,name,salary_from,salary_to,salary_currency,area_name,published_at
290,Technical Support Engineer,,,,Кызылорда,2022-12-26T06:55:15+0300
291,Frontend JavaScript Developer/JS разработчик,,,,Санкт-Петербург,2022-12-26T06:12:18+0300
292,Сетевой администратор,,1350.0,USD,Ташкент,2022-12-26T06:09:31+0300
293,Инженер-программист отдела информатизации управления по информатизации и сетевым ресурсам,,,,Сургут,2022-12-26T06:56:50+0300
294,Корреспондент (Журналист),120000.0,,RUR,Москва,2022-12-26T06:47:34+0300
295,Системный администратор,20000.0,40000.0,RUR,Барнаул,2022-12-26T06:15:57+0300
296,"Проект менеджер для внедрения проектов систем ERP (1C ERP, SAP)",,,,Астана,2022-12-26T06:57:18+0300
297,Системный администратор,,,,Екатеринбург,2022-12-26T06:32:11+0300
298,Руководитель проекта по запуску цифровой образовательной оффлайн школы в Сколково,400000.0,,RUR,Москва,2022-12-26T06:21:53+0300
299,Системный администратор,20000.0,40000.0,RUR,Новоалтайск,2022-12-26T06:15:57+0300
300,Программист Python/Python Developer,,,,Санкт-Петербург,2022-12-26T06:12:18+0300
301,Оператор фрезерных станков с ЧПУ,60000.0,,RUR,Уфа,2022-12-26T06:05:53+0300
302,Зуборезчик (ученик),,,,Омск,2022-12-26T06:43:05+0300
303,"Оператор ЧПУ (токарная, фрезерная группа, горизонтально-расточной станок)",90000.0,,RUR,Новосибирск,2022-12-26T06:05:15+0300
304,Токарь-универсал,120000.0,120000.0,RUR,Екатеринбург,2022-12-26T06:39:04+0300
305,Программист 1C,100000.0,,RUR,Хабаровск,2022-12-26T06:27:08+0300
306,Менеджер проекта,,,,Алматы,2022-12-26T06:58:27+0300
307,Дизайнер-верстальщик,26100.0,,RUR,Барнаул,2022-12-26T06:10:54+0300
308,Инженер по тестированию NGFW/QA Engineer,,,,Санкт-Петербург,2022-12-26T06:12:18+0300
309,Инженер - программист,,,,Новокузнецк,2022-12-26T06:40:15+0300
310,Машинист (ученик) экструдера,40000.0,,RUR,Заречный (Свердловская область),2022-12-26T06:36:43+0300
311,Рабочий на производство ППУ (поролона),30000.0,35000.0,RUR,Челябинск,2022-12-26T06:58:55+0300
312,Бизнес-аналитик/технолог,,,,Челябинск,2022-12-26T06:32:55+0300
313,Оператор токарного станка с ПУ,65000.0,,RUR,Нижний Тагил,2022-12-26T06:04:59+0300
314,Ведущий менеджер по развитию,,55000.0,RUR,Саратов,2022-12-26T06:04:07+0300
315,Ведущий программист 1C,150000.0,,RUR,Хабаровск,2022-12-26T06:28:47+0300
316,Токарь-универсал,58800.0,,RUR,Новокузнецк,2022-12-26T06:10:32+0300
317,DevOps инженер,,,,Уфа,2022-12-26T06:52:33+0300
318,Руководитель СТО,80000.0,,RUR,Владивосток,2022-12-26T06:34:08+0300
319,Главный механик,50000.0,60000.0,RUR,Тюмень,2022-12-26T06:35:01+0300
320,"Монтажник / бригада слаботочных систем (АПС, СОУЭ, СКУД)",80000.0,,RUR,Балашиха,2022-12-26T06:52:49+0300
321,Системный администратор,20000.0,40000.0,RUR,Зудилово,2022-12-26T06:15:57+0300
322,Электромонтажник связи,50000.0,80000.0,RUR,Томск,2022-12-26T06:04:14+0300
323,Программист,120000.0,150000.0,RUR,Красноярск,2022-12-26T06:08:03+0300
324,Инженер слаботочных систем,250000.0,,KZT,Алматы,2022-12-26T06:08:33+0300
325,Копирайтер,,,,Алматы,2022-12-26T06:51:53+0300
326,Шлифовщик на круглую шлифовку,65000.0,,RUR,Екатеринбург,2022-12-26T06:56:13+0300
327,Программист 1С ERP в производственную компанию федерального уровня,,270000.0,RUR,Москва,2022-12-26T06:21:45+0300
328,Бизнес-аналитик,70000.0,100000.0,RUR,Нижний Новгород,2022-12-26T06:09:31+0300
329,Аналитик 1С: ЗУП в нефтяную компанию,,180000.0,RUR,Москва,2022-12-26T06:21:55+0300
330,Токарь,60000.0,,RUR,Новосибирск,2022-12-26T06:56:36+0300
331,Начальник отдела корпоративных серверных систем,80000.0,,RUR,Екатеринбург,2022-12-26T06:49:07+0300
332,Оператор станков ЧПУ (производство мебели),50000.0,,RUR,Красноярск,2022-12-26T06:40:50+0300
333,Mobile Android developer,,,,Алматы,2022-12-26T06:04:15+0300
334,Механик на прогулочное судно,,,,Петропавловск-Камчатский,2022-12-26T06:33:23+0300
335,Системный администратор,50000.0,,RUR,Красноярск,2022-12-26T06:40:50+0300
336,Специалист технической поддержки пользователя,25000.0,40000.0,RUR,Челябинск,2022-12-26T06:39:07+0300
337,Маркетолог-аналитик,80000.0,,RUR,Пермь,2022-12-26T06:58:59+0300
338,IT-Специалист в Управление технической поддержки ServiceDesk (Сопровождение информационных систем),,,,Алматы,2022-12-26T06:36:15+0300
339,Мастер по обслуживанию кофемашин,35000.0,40000.0,RUR,Новосибирск,2022-12-26T06:37:34+0300
340,Инженер по ремонту компьютерного оборудования и принтеров (Сервисный центр),185000.0,235000.0,KZT,Астана,2022-12-26T06:57:36+0300
341,Software Project Manager,1500.0,2000.0,USD,США,2022-12-26T06:07:52+0300
342,Системный инженер,35000.0,40000.0,RUR,Красноярск,2022-12-26T06:32:13+0300
343,Системный программист Linux/Lin Developer,,,,Санкт-Петербург,2022-12-26T06:12:18+0300
344,Инженер технической поддержки,40000.0,60000.0,RUR,Красноярск,2022-12-26T06:05:45+0300
345,Frontend-разработчик (Vue),,,,Томск,2022-12-26T06:10:58+0300
346,Выбивальщик отливок,35000.0,45000.0,RUR,Екатеринбург,2022-12-26T06:53:51+0300
347,OutSystems Developer (Fullstack Developer),,,,Алматы,2022-12-26T06:40:26+0300
348,Начальник отдела информационных технологий,,105000.0,RUR,Ванино,2022-12-26T06:27:31+0300
349,Сервисный инженер,165000.0,215000.0,KZT,Актобе,2022-12-26T06:57:42+0300
350,Инженер эксплуатации фиксированной сети,65000.0,,RUR,Красноярск,2022-12-26T06:33:32+0300
351,"Наладчик токарных, фрезерных станков с ЧПУ",80000.0,,RUR,Нижний Тагил,2022-12-26T06:04:55+0300
352,Программист 1С,70000.0,,RUR,Челябинск,2022-12-26T06:27:10+0300
353,Слесарь-ремонтник,50000.0,,RUR,Челябинск,2022-12-26T06:34:11+0300
354,Системный администратор,40000.0,,KGS,Бишкек,2022-12-26T06:06:14+0300
355,Специалист ИТ,,,,Саянск,2022-12-26T06:26:01+0300
356,Инженер-программист отдела информатизации управления по информатизации и сетевым ресурсам,,,,Нефтеюганск,2022-12-26T06:56:50+0300
357,Исследователь (2 линия SOC),,,,Москва,2022-12-26T06:20:31+0300
358,Frontend-разработчик (ExtJS),,,,Санкт-Петербург,2022-12-26T06:12:18+0300
359,Технический писатель,50000.0,,RUR,Екатеринбург,2022-12-26T06:28:00+0300
360,Инженер инновационного отдела / Руководитель (системы видеонаблюдения),,,,Новосибирск,2022-12-26T06:29:57+0300
361,Специалист IT,60000.0,80000.0,RUR,Ванино,2022-12-26T06:27:36+0300
362,Сервисный инженер (инженер связи),50000.0,,RUR,Набережные Челны,2022-12-26T06:26:27+0300
363,Инженер по обслуживанию,55000.0,100000.0,RUR,Владивосток,2022-12-26T06:51:10+0300
364,Главный механик,50000.0,,RUR,Красноярск,2022-12-26T06:32:42+0300
365,Аналитик 1С ERP в нефтяную компанию,,190000.0,RUR,Москва,2022-12-26T06:22:00+0300
366,Специалист технического отдела,,55000.0,RUR,Кемерово,2022-12-26T06:00:25+0300
367,Техник по эксплуатации,40000.0,40000.0,RUR,Красноярск,2022-12-26T06:32:17+0300
368,Инженер подключения и сопровождения корпоративных клиентов,58000.0,,RUR,Красноярск,2022-12-26T06:32:54+0300
369,Бригадир эксплуатации сети и подключения абонентов,,100000.0,RUR,Норильск,2022-12-26T06:35:25+0300
370,Маркетолог-аналитик,50000.0,80000.0,RUR,Екатеринбург,2022-12-26T06:08:36+0300
371,Оператор стеклоформующих машин,45000.0,,RUR,Новосибирск,2022-12-26T06:57:09+0300
372,Программист 1С,,,,Кемерово,2022-12-26T06:51:09+0300
